剧情范围	术语类别 Category	术语 ZHCN	曾用名	术语定义 Definition	性別 Gender	图像 Image	术语来源 Source	EN	EN Comment	术语状态 Status	JA	JA Comment	术语状态 Status	ES	ES Comment	术语状态 Status	DE	DE Comment	术语状态 Status	FR	FR Comment	术语状态 Status	PTBR	PTBR Comment	术语状态 Status	RU	RU Comment	术语状态 Status	ID	ID Comment	术语状态 Status	KO	KO Comment	术语状态 Status	TH	TH Comment	术语状态 Status	ZHTW	
	Creature Species	画间法师手		J0116 3/3		 		Framcraft⏎Framage⏎Framyst	frame + craft，意思是画框创造⏎frame + mage，意思是画框法师⏎frame + mystic，意思是神秘畫框⏎读音过于拗口	New	フレメタス	frame（フレーム／画框）＋ meta（メタ／超越、跨越层级）。它能通过画框跨越时间与空间，名字里保留“画框”和“越界穿梭”的设定感。	Approved																									畫間法師手	
	Creature Species	画间沉铁兽		J0117 3/3		 		Framorn	延续 Frame-，用更重的收尾表现具现成实体的重量感。⏎Keeps the "Frame-" root with a heavy, solid ending. Suggests something that has become physically real and weighty.	Approved	フレイドン	因与“宝可梦：レディアン”高度相似。⏎改为：フレイドン	New																									畫間沉鐵獸	
	Creature Species	书魔虫		J0118 1/3		 		Scrollit	从 scroll 做成更小型的精灵名	Approved	グリモー	グリモア（grimoire / 魔法书）的省略 → グリモー+虫	Approved																									書魔蟲	
	Creature Species	书卷守护		J0119 2/3		 	任务导出对话(本地化专用)-batch20260421_B1	Scrollard	延续 Scroll- 家族感，名字更挺	Approved	グリモガード	Grimoire+guardian	Approved																									書卷守護	
	Creature Species	古卷执政官		J0120 3/3		 		Scrollarch	用 -arch 拉出执政与上位者感	Approved	グリモアルコン	グリモア魔導書+Archon執政官	Approved																									古卷執政官	
	Creature Species	古卷匣魔像		J0121 3/3		 		Scrollock	在 Scroll- 家族上加更重的收尾，表现书卷与匣体实体化后的厚重魔像。⏎Keeps the "Scroll-" root with a heavier ending. Suggests a solid, heavy golem made of scrolls and boxes.	Approved	グリモーレム	グリモGrimoire+Golem	Approved																									古卷匣魔像	
	Creature Species	伏地兽		J0122 1/3		 		Snuffit	snout / sniff 做成幼体名	Approved	クイナ	クイナ⏎（ダジャレ食いな）	New																									伏地獸	
	Creature Species	贪食鼹		J0123 2/3		 		Snarver	从 Snuffit 往更利落的方向走，听起来更酷、更贪食（把starve藏进里面）。⏎A sharper, cooler version of Snuffit. Sounds more voracious. Hints at "starve" buried in the name.	Approved	クーバリモン		Approved																									貪食鼴	
	Creature Species	巨噬针鼹		J0124 3/3		 		Snarvox	在 Snarver 上强化尾音，用 x 收尾增加压迫感与最终形态感，更酷但仍好读。⏎A stronger ending on Snarver. The "x" ending adds pressure and a final evolution feel. Cooler but still easy to read.	Approved	オーバリモル		Approved																									巨噬針鼴	
	Creature Species	绿耳松鼠		J0125 1/3		 	TASK_DIALOGUE_EN-20260417CE加急	Squibby	squirrel + baby，意思是小松鼠	Approved	グリミリス		Approved																									綠耳松鼠	
	Creature Species	抱枕松鼠		J0126 2/3		 	TASK_DIALOGUE_EN-20260417CE加急	Squshy	把 squirrel 和 squishy 的软弹感揉在一起	Approved	ポヨンポリス	マクラ(枕)+リス⏎⏎SEN：モフリス⏎「もふもふ」（蓬松柔软）＋「リス」（松鼠）。对应它蓬松的大尾巴、圆软身体，以及可以抱住的柔软印象。⏎⏎Z：绿耳松鼠家族的尾巴应该不是蓬松毛绒的感觉，毕竟它是用来弹起自己的身体移动的。希望能调整一下命名方向。⏎⏎SEN：⏎「ぽよん」（弹起、反弹感）＋ squirrel（リス／松鼠）。对应弹性尾巴和跳跃移动，语感更轻快，适合偏可爱路线。⏎⏎⏎Z：可能贴反了，“ポヨンポリス”是抱枕松鼠？⏎⏎SEN：确实贴反了，，不哈意思，辛苦确认。	New																									抱枕松鼠	
	Creature Species	蹦床松鼠		J0127 3/3		 	TASK_DIALOGUE_EN-20260417CE加急	Squmpy	带一点 squish + jump 的感觉，软弹又可爱	Approved	トランポリス	Z：可能贴反了，“トランポリス”是蹦床松鼠？⏎⏎SEN：トランポリス⏎trampoline（トランポリン／蹦床）＋ squirrel（リス／松鼠）。直接对应蹦床和松鼠要素，名字有最终形态的识别度。⏎⏎⏎SEN：确实贴反了，，不哈意思，辛苦确认。	New																									跳床松鼠	
	Creature Species	加灵		J0128 1/3		 		Clovi	从 clover 的叶片幸运感出发，收成很小很软的名字	Approved	クロービ	クローバーベース、英語翻訳	Approved																									加靈	
	Creature Species	加益		J0129 2/3		 		Clovia	从 clover 的叶片幸运感出发，收成很小很软的名字。	Approved	クロービア	クローバーベース、英語翻訳	Approved																									加益	
	Creature Species	加尔		J0130 3/3		 		Cloverin	延续幸运草骨架，终阶更像完整物种名。	Approved	クローバリン	クローバーベース、英語翻訳	Approved																									加爾	
	Creature Species	小鼠獭		J0131 1/3		 	CE拾遗译文优化EN	Lutty	取自 Lutra 的词源感，压成更圆润的小名	Approved	カジロッター	「かじる」（啃、咬）＋ otter（オッター／水獭）。对应小型鼠獭的门牙、啃咬习性和水獭原型。	Approved																									小鼠獺	
	Creature Species	燕尾獭		J0132 2/3		 		Lutrail	延续 Lut- 家族感，加入更轻快的尾音	Approved	スワロッター	swallow（スワロー／燕子）＋otter（オッター／水獭）。对应燕尾状尾巴和水獭体型。	Approved																									燕尾獺	
	Creature Species	卷胡巨獭		J0133 3/3		 		Lutusk	在 Lut- 线上把尾音收得更厚一点	Approved	カイゼロッター	「カイゼルひげ」（两端上卷的胡子）＋ otter（オッター／水獭）。对应最终形态的卷胡、锋利牙齿和成熟体型。	Approved																									捲鬍巨獺	
	Creature Species	卷发巨獭		J0134		 		Lutaire	尾缀用aire让名字带出更成熟、优雅	Approved	カーロッター	curl（カール／卷发、卷曲）＋ otter（オッター／水獭）。对应最终形态的卷发/卷毛、大型水獭体型和成熟感。	Approved																									捲髮巨獺	
	Creature Species	麦香驼		J0135 1/1		 		Toascal	把 toast烘烤和 camel 的语感揉在一起，既能让人联想到烘焙后的焦香，也保留了骆驼的物种感。⏎Blends "toast" with "camel." Evokes baked grain scent while keeping a camel-like feel.	Approved	コムギダ⏎パンコブ	SEN：コムギダ⏎「小麦」＋「ラクダ」。麦色小骆驼的感觉，读起来像一句轻轻的「小麦だ」。⏎⏎パンコブ⏎「こぶ」＋「パン」。骆驼的驼峰和刚烤好的面包感放在一起。也有たんこぶ的声音。	New																									麥香駝	
	Creature Species	旋叶虫		J0136 1/3		 		Folbit	从 foliage 取出 fol-，配上轻小的虫系尾音	Approved	クルハムシ⏎マキハムシ	SEN：クルハムシ⏎「くるり」（旋转）＋「ハムシ」（叶甲虫）。对应卷起的叶片、小虫感和第一阶段的轻巧感。⏎マキハムシ⏎「巻き」（卷起）＋「ハムシ」（叶甲虫）。对应旋叶、卷叶拟态和小型虫系外观。	New																									旋葉蟲	
	Creature Species	蓬叶虫		J0137 2/3		 		Follet	延续 Fol- 家族感，尾音更轻更飘	Approved	ハグリーフ	ハガクレ（葉隠れ）、葉+はぐれる+むし⏎⏎SEN：「かさかさ」（枯叶摩擦的干燥声）＋「ぶんぶん」（虫飞时的声音）。外观是枯叶拟态，会借助鞘翅滑行，也常被风带着迁移。⏎⏎Z：根据图鉴描述，葉隠的印象更适用于旋叶虫。蓬叶虫的印象是随风飘走，用はぐれる的印象没有问题。希望根据这个方向调整一下旋叶虫家族的命名。⏎⏎SEN：ハグリーフ⏎日本語「舞う」（飘舞）＋ leaf（リーフ／叶子）。对应叶片被风带起、轻轻飘走的感觉。	New																									蓬葉蟲	
	Creature Species	风滚暮虫		J0138 3/3		 		Folorb	保留 fol-，用 orb 表现它变得更圆、更聚拢的卷叶外形。⏎Keeps "fol-" and uses "orb" to suggest a rounder, more curled-up leaf shape.	Approved	カゼコロムシ⏎タソコロムシ	SEN：カゼコロムシ⏎「風（かぜ）」＋「ころころ」（滚动）＋「虫」。对应借风移动、滚动前进和最终形态的风滚设定。⏎タソコロムシ⏎「黄昏（たそがれ）」＋「ころころ」（滚动）＋「虫」。对应暮色、枯叶拟态和滚动移动，有最终形态的完成感。	New																									風滾暮蟲	
	Creature Species	暮风隐者		J0139		 		Folwane	用 wane 的衰微、暮色感，带出晚秋将尽的沧桑气质。	Approved	ハガクレ⏎ユウカゲ	蓬叶虫（ハグレムシ）可以用汉字的话，「葉隠れの隠者」觉得更合适。⏎⏎SEN：ユウカゲ⏎「夕」（傍晚）＋日本語「影」（影子、隐匿感）。名字保留暮色与隐者气质，读音短。	New																									暮風隱者	
	Creature Species	公平鸽		J0140 1/1		 		Dovity	dove + equity 的变形，听起来比较柔和	Approved	リブラッポ	リブラッポ⏎Libra＋「ぽっぽ」。取天秤座的公平意象。	New																									公平鴿	
	Creature Species	小黑猫		J0141 1/2 Avoid using black cat or anything related to black. This Jini has a white variant.		 		Felune	取 feline 的猫感，加上更柔和的月夜式尾音	Approved	ノアル	ノアル = 夜行的小生物	Approved																									小黑貓	
	Creature Species	黑猫巫师		J0142 2/2		 		Felora	延续 Fel- 家族感，名字更成熟	Approved	ノクタリア		Approved																									黑貓巫師	
	Creature Species	黑猫密探		J0143		 		Feluneer	延续 Fel- 家族感，尾音更长更稳	Approved	ノクターシャ	nox(夜)+调整节奏的"タ" +chat(猫)	Approved																									黑貓密探	
	Creature Species	河马巴斯		J0144 1/1		 		Baspo⏎Hipbus	把 巴斯 放前面，+ hippo 的尾音，整体更短⏎hippo + -bus，读起来短促但好记。	New	カーバス	カバ＋バス（Bus），也接近读音	Approved																									河馬巴斯	
	Creature Species	白发懒人		J0145 1/3		 		Somru	取 somnolent 的睡意核心，做成更轻的小兽名，保留睡的主题。⏎From "somnolent". A light, small creature name that keeps the sleep theme.	Approved	ネムジロ	「眠い」（困、想睡）＋日本語「白」（しろ／白色）。闭眼睡觉、白发和梦游感是这一阶段的核心。	Approved																									白髮懶人	
	Creature Species	动力猿		J0146 2/3		 		Somrak	延续 Som- 家族感，-rak 让名字更利落	Approved	ウキラツ	「ウキ」（猴子叫声）＋日本語「はつらつ」（精神饱满）。对应它清醒时精力旺盛、会拼命活动的设定。	Approved																									動力猿	
	Creature Species	瞌睡王		J0147 3/3		 		Somraja	保留 Som- 家族感，raja 带王者气，适合“瞌睡王”这种地位型中后期。⏎Keeps the "Som-" family root. "Raja" gives a kingly vibe, fitting a high‑status late‑stage Jini like this.	Approved	グースカン	震撼的声音的感觉/漢	Approved																									瞌睡王	
	Creature Species	睡神		J0148		 		Somnion	从 somn- 延展成更高阶的神性收尾，读起来像真正的终极形态。⏎Extends "somn-" into a more divine, ultimate ending. Sounds like a true final form.	Approved	グースカミ	「グースカ」（熟睡、打鼾的声音）＋「神（かみ）」。承接グースカン的睡眠音感，把“王”推进到“神”的阶段，适合超进化形态。	Approved																									睡神	
	Creature Species	菌宝		J0149 1/3		 		Capi⏎Fungoo	蘑菇 cap +可爱尾音。⏎fungi + 憨憨的发音	New	キノビー	きのこ+Baby	Approved																									菌寶	
	Creature Species	鹿鸣笙		J0150 1/2		 		Sorel⏎Lyren	从 song / soar / sheng 变化而来⏎从 lyric / lyre 变化而来	New	ショウジカ⏎メルディア	笙+鹿⏎⏎SEN：メルディア⏎melody（メロディ／旋律）＋ deer（ディア／鹿）。名字保留鹿鸣与乐音感，读音柔和，适合前段形态。”ショウジカ”有点像真实存在的鹿。	New																									鹿鳴笙	
	Creature Species	笙韵鹿灵		J0151 2/2		 		Sorvain⏎Lyral	延续前面的名字，+ 成年体的尾缀	New	ランショウジカ⏎シンフォディア	鸞笙+鹿⏎⏎SEN：シンフォディア⏎symphony（シンフォニー／交响、和声）＋deer（ディア／鹿）。能体现更完整的乐声、鹿灵感和进化后的华丽气质。	New																									笙韻鹿靈	
	Creature Species	友爱天天		J0152 1/2		 		Halumi	从 halo 的光环感出发，但压成更圆润的小精灵名字	Approved	ハルミー	英語翻訳参考⏎友爱天天→ハルミー⏎友爱星飞→ハルーナ	Approved																									友愛天天	
	Creature Species	友爱星飞		J0153 2/2		 		Halune	延续 Halu- 家族感	Approved	ハルーネ	参考英文译名	Approved																									友愛星飛	
	Creature Species	猴麦仔		J0154 1/2		 		Karaokape⏎Micaque	Karaoke （卡拉 OK）+ Ape（猿）。⏎把macaque猕猴和mic融合在一起，拿麦克风的猕猴	New	サルンド	SEN：サルンド⏎「猿」＋ sound。猴子和音波要素一起收住，读起来不像硬塞“麦克风”。⏎⏎キキレコ⏎「キーキー」＋ record。对应小猴叫声和圆盘耳机，音比较轻，适合幼体。⏎宝可梦的サンド的【文字匹配度86%】但サンド是来自沙子。且再日语里，“サンド”属于超常见日语。比如夹层（サンド）,三明治都叫”サンド”洛克王国的“サルンド”是“さる（猴子）+サウンド（音乐）”。且saru（サル）和“sau（サウ）”的音一致。所以也有谐音梗。个人认为影响不大。⏎⏎Z：选择サルンド。⏎⏎SEN：辛苦确认。	New																									猴麥仔	
	Creature Species	音碟吼		J0155 2/2		 		Singaperoar⏎Turntaboon	Sing（唱歌）+ Ape（猿）+ roar（吼叫），直同时谐音“Singapore”。有一点点敏感⏎turnable唱盘+baboon狒狒，吵闹的感觉。	New	レコドリール	レコード+マンドリル，加长音去掉“ドリル钻头”的联想	Approved																									音碟吼	
	Creature Species	嘟嘟		J0156 1/2		 	任务导出对话(本地化专用)-batch20260421_B1	Murli⏎Callu	 murmur 做成幼体名⏎call 做成幼体名	New	フエッコ⏎ピュルン	SEN：⏎フエッコ⏎「笛（ふえ）」＋「っ子」。对应嘟嘟的笛声感和第一阶段的小型精灵感，名字短、好读。⏎⏎ピュルン⏎「ぴゅる」（轻快的吹响声）＋圆润语尾「ン」。对应嘟嘟声和幼体阶段的轻巧感。	New																									嘟嘟	
